profile_id,handle,current_primary,new_primary
a156c763-5446-4276-8c79-6fab311bbea3,BatSoupYum,0xcc6c1d21e8474b3578e69eb036c712ab08ffdfbb,0x3852471d266d9e2222ca9fdd922bafc904dc49e5
0e84656a-3b17-4273-8532-f7089f438e97,Bent,0xa5894f85b5bb5145a69c3f4a41bb4918a8463701,0xcea266acb92d5603dc53b5d6bc6e568dcde0d311
aed3d080-bbeb-4837-ae31-c6956143976d,Bic,0xf42884e0a175a07b82354325d59be7d7d295e52a,0xc94a284808e31b9ef43f9c9a48933e5a268cff9e
80e30c03-4359-44e2-abbb-0d567765ed2b,bloxpert,0xca67baf0f7e33ff1bc00bec9d6eb252644828f69,0xe375b00384ecbed3da6d2f8dec7b6784cf3693d9
6d769952-c109-485f-8a96-46f1a4bd26c9,bryanbrinkman,0x1e8e749b2b578e181ca01962e9448006772b24a2,0x7ce30498e564f081ca65a226f44b1751f93a0f82
0f82e322-87b4-11ee-9d82-029a0e4b6159,Burnasso,0xbc5a7cf988f7e7e8f3893cd0ee1d0786cd4af889,0xfed52d251e31178ff8bf4a0d611721c544f74fc0
ebba9ed1-907a-43cf-8ad4-6719e7b38266,calikauai,0x021018e7b0cc3a39735d7ed1eb987ca9f7b3a81d,0xe121268eea05c517be98d601f7399d69aeca82b1
0f82e47f-87b4-11ee-9d82-029a0e4b6159,CARDELUCCI,0x37145f730aa36ee38230c49830238beb3f4b3d32,0xff1a6681aee53d032e8f5fb3d27ccf29d493e922
0f82d242-87b4-11ee-9d82-029a0e4b6159,cheesebiz,0xabfb3a0a0e4c1bc2ad036f4531217e2becd215ee,0x536a8132f9a537b29e31522ad91aca66e69fe6df
0f82e646-87b4-11ee-9d82-029a0e4b6159,chimpanchz,0x8ce2b8f8b37b350feb8236f244ccb8ccb6988b36,0x15c69e9b03beeb7b24f976d33ade9027fa27ca09
6e69ca5c-846a-4373-9466-51b9911530ad,Chetsome,0xadaa3883ea4b4c3256197148f41637248feb9940,0x194eac8180177c5261df925b872e0b29ced2f54e
c9073cf0-cfb4-4969-a6b9-62a1bf06a60a,ContractCoterie,0x3c147e9d83fd06214aff89346c723ecb4e3bb9ea,0x33a9c8220991cd60efabc1f6b74a021d4dc21aab
0f82e8c8-87b4-11ee-9d82-029a0e4b6159,conlon,0x52ea81876b11596634d4cf3ca1ea83971fb00137,0xb8d7b841dc9fd0e16fdebaafe163d46eb3ba0415
0f82ea99-87b4-11ee-9d82-029a0e4b6159,CryptoTron72,0xe6a5f0bb03c43196d43badd08899396c224b8e31,0x294e41a3b85edea4790eea73adc53ba774e97dff
f606bcdb-8d63-4443-944d-af8dd188012f,Cubus,0x9795d4c71f03252c130c60dbfdb600fec25e4901,0x4c3ba458d8a2e6fa5eb98f28b1adb1f919765a11
4ad0ae01-f6b3-4042-b765-392fb1bee545,CurationCoterie,0x8c934cb6fdc0e4b2962b5cc63bfa1b700e297d1d,0x38b42dda8df6532e24d26868992d473b5c364cb0
95fb29dd-7d56-4f79-ada8-7d269dd9513e,Delronde,0x2206445d241ccb7dae93b2d2acfc67f75b90fd76,0x183abe67478eb7e87c96ca28e2f63dec53f22e3a
0f82ed42-87b4-11ee-9d82-029a0e4b6159,drleenft,0x6ec2997cf35457daa9de4cdc989c697d921b5285,0x668f1e8ad3d43c50d0d95bf621b36dad4412f202
3fe1377b-57ca-4f92-bf04-316c9c17a1a1,Eitzi,0xa88fe6fa01fcc112bb2164c6e37d63395b923e5f,0x437c3056e488b3ad705039770a8c9d7446258de6
0f82ee91-87b4-11ee-9d82-029a0e4b6159,eduardocruz,0x7426b39865d11207b8f795b10d70843fc3289051,0xb59bd6433578c98ff0ff66c6173c27aae646d693
00f8c99c-8d6d-4fae-abdd-3e114eaf4b27,Ego5124,0x86c71b7d27d00d7814a763f9e6f16fdb09f7e4df,0x57c23be389a66a94bbe83871ead5450272f1efd3
345112f1-aa92-426f-adac-f42b436dca08,ElaineDeLuca,0x2d2adcd04aeb3b41fdb836dd7a644c3cd372bde6,0x701a530d8a15c5b9ce9a1d6d78e83e25da31a3a8
5f19f16b-e265-4760-8b20-6151c55af897,fairo,0x664f45ed5084abcf2f8e1a95e320b06cc700591b,0x4fed7d0eb3bf1bf1ba69320962c81b132ad4474f
e4b71336-a2e4-4f4f-8a24-2e09410cf895,FabsMac,0xca432d0e2a7014679c3671597a6863892e511ebd,0x504552190ee73a58ce0c9ad2690e82f67ef14479
0f82f046-87b4-11ee-9d82-029a0e4b6159,fertilejim,0xad30b79c749c458601ddf4817dd768c0b4fd932a,0x2d1543711bd262108fd8a1afb43d8871f76c134c
cea44605-fb72-4de9-a2eb-c9c13102ee93,Fitzcarraldo777,0xc147faf0120101d8c4d41a4d81ee5276b8d24cdc,0x5c5edb285b7451b2155ec13c5d2eaff2ec6779ca
53454d27-09e2-4942-b99e-edcaa692c72c,Firehat,0x9e86d23e79d3271600e4a6f2b43d50d790434b83,0x3e1ffa5f95dd6218ec4955216e3df532385c0e2d
364bf4c6-d1ed-449b-98a7-ef2fb6b9f6d1,flatmap,0xf6ec5b0d097178a0acf493afdcda2a54545ab0f3,0x4a13c9dd705e7d7d40f2f40a83cf73ae4032633c
d167a2ce-102d-47fd-a974-7a35314f54b8,FranklinFit,0xaa1e92ddd28c835fe66689771d35f38947950fd4,0x1ce68e5912ef8cb4e83620a50b70edc900ad4759
0f82f14c-87b4-11ee-9d82-029a0e4b6159,frightner83,0xf46ff05e1a1616d314784de85554c7417abdce82,0xae7620f3a14dcaa88b14f487c15e1acb59ba4117
73ed1c53-153a-49fa-b798-e02ec31ee9e8,g218DC,0xfa0371c9bd1729f67d84bb374c867e837cc6b84c,0x4ac69caa7bc279fec93db0d10793eb8516c7a9d1
0f833378-87b4-11ee-9d82-029a0e4b6159,GhostPepper,0xb31a4974499daad3255206daee7d1f3595fa259e,0x6b159e840e28e009e930df3be6c06d1d70195cc7
0f82f54f-87b4-11ee-9d82-029a0e4b6159,Gradient66,0xddc9a8bcc0b27410e523555b476789d3e39af949,0x65e49447a579e8583a48fc38b40fd4d7e1894e5d
5090b14d-f6dd-4e60-acac-9470b5a61941,Halving_Fun,0x72703b554a7089f93ff1fc6cc6c0e623900a7b80,0x933522fbb4c067652730bbc8e25d7820f4d72a60
e2c68a1b-5972-43bb-8942-a4f7923c70c2,guruG,0x9224bbb4e0fbe2f2f8fab55debc41eb21fdfb804,0xe59e088489a85a6de407768deb671c7e493fd799
4616e7b4-1994-48ae-b978-3a2b9b2ee874,hafftka,0x208833804d09cf965023f2bdb03d78e3056b4767,0xa8174abc36b3298356d273e512cd87223a2b3ffa
5c52fc4c-0d44-4493-8a91-09e10feee792,hgypse,0xc3c1744bccfe4691e332c873f9cb99b53214e03c,0xf585800a4182e5c21abad86308b22a315ae8991a
7c6a38f2-141f-45c1-ace6-15a6f942da24,hashgrown,0x2a87046ba5fc27b8630fd6e46b953c8523e81345,0x69139b8abf2589b560bf0ae65ba7bf61f03dbe9e
557f0071-14f2-4395-be25-b93cc5dadbe3,HaruKomoda,0xf8fd6a5fa90940432e5c7921e332f0c5d33f2d38,0x5c076659e81dd48a5d73c81168fe739c2ab89087
0f82f62c-87b4-11ee-9d82-029a0e4b6159,HugoFaz,0xc839de0fed241607d50aa4107ae582443b906e4c,0x47d539d4dd9b6f21ccabc5c96bbbf7071290938e
46d03acf-85f1-49ee-bd39-9f0ac7470997,hypernova84,0x3168a9334c9106bcc947b4ac0818eb1613b91e64,0x81a80a99c8ab3c57823d6235134979e8c13b2239
50ea27e9-7d64-4d00-8f0d-e576eef197a7,itsjpower,0x6f5da5f55a785714b3edd5dc904e94cd267278c6,0x885846850aabf20d8f8e051f400354d94a32ff55
4d7232de-3bc2-46a3-999d-3307a0214632,Jahcobo,0x7fef7e194b5939d25b9523034438d341d61d85a0,0xe144ff7a82ae2d6439f2c7bd2ccb7c1c94344fc3
1fa2ad22-232d-4d98-b614-a1af55b49a7b,Jarvinart,0x4fe91b32cfbba12f31ea73331f932a3f031ddb9f,0xc4e19acf82441eab7e45a5e874cece70cd811434
4af50537-58a1-4c6c-89dd-1a7b0486abc7,jhsbdn,0x1773fad6563cd5b6a903e8bf81e9137127f941f8,0x3d3af253b037d3b22c4c810673c5d14de16d1af3
d098806b-a28b-4e0f-9a83-7b945fe46416,John,0xc8bc8b83d592f9c72ea3ff494907280aaf096605,0x6b2aa5fc4508ec023a8e355959eaccef5e3a250b
99a35568-7883-4200-aa9a-e1b71eaa8d80,jin,0xb72f37f5bc3efea93904883cd609b14fb13196b3,0x6850dd83a896ab7a1b191ee377cb46b708d4e515
0f82f87f-87b4-11ee-9d82-029a0e4b6159,johndoe8891,0xa5dce742f3775059d9406342d2ecbb0ff8e3a3c2,0xf1f476f144df01480297dca47efca565e8b0c9f1
69f458f2-2413-4687-8f0a-8aba5041e511,JuicyJulio,0x1e298fde21f4fec0de8db1e707c64c1b24419fa5,0x0688567b794a2a50909ca6fe92bcbe7a018556b6
bdf9aa11-dfe2-4e8a-ae27-7f6b8accddc3,jvb,0x5fb33d75a1cfcdc922e736c06e01c1505b4643db,0x6a6d335d1ca6c4539b7cee6476b706685f97bc78
0f82fbbb-87b4-11ee-9d82-029a0e4b6159,justanother,0x98dc45a0a69a60e63f7a042507ab38e4d492cd69,0xf9eeea18a0ae0b90d0840d2b8501b4687822c2f1
4f5098d1-3fdb-4dd3-881c-10e9ccf96ff1,Killian,0x1c5762f9899b46c19d4c9b8fbdd38d35856227f3,0xc18d4c2fee42accfe7bfdce98bfacbabf76242e9
467164b1-1379-4b14-a6ee-dc9332aa0599,klaut,0x7ae4784a907460858231609f565bd9580f609b05,0x5659de064e163a7178b2d3b802ff13274d7d8e69
dca4f1ea-efd8-4769-8ada-49411df4e445,klepikovadaria,0x3e6b87ff2168d15794a865d09a6716415e7dbecf,0x9ad53944b52e271f1114028b918202cfaaec0a3d
6a949875-f2e7-46d5-914b-e2c354acf7f7,Kosa,0x4c3daaef71d76fe12625e6be29d1c073dbf4e989,0x29c2188c6c318ab5cae4ae4b11a49edf2ec9ab0e
2be3d07a-6917-4380-822b-3886342da8bf,krybharat,0x0871deb34bfd2052b1c10dc4f6c0912a2a47e927,0x9769334fc882775f4951865aa473481880669d47
0f82fca2-87b4-11ee-9d82-029a0e4b6159,kwzn,0xd2b9f9d1e6734f241b2a6eb64ef7f6e63af0a97d,0x63523769e90fc0a66932a5fdc7c21d921f188812
62bfe971-27c0-488b-bf35-ee713c58765e,KuntalSinghvi,0x84ea8215947e5484ee59818b789de9b4555bcfae,0x19e3775d47d63e1802577aec70189e7e3d6ac17b
e15214b5-fcad-4c99-8e40-b2b312dca6cf,lake,0x215cbb1b60e2cc1f1e8626cadca386b278aa0dee,0xbd751cac1fb27d930a6a0394d97c77908d94ad5d
0737cd64-0ec0-4cde-b757-bc3d8198d18e,longexposure,0x75e5052d53dfef2dd831814b8da723900fa1e337,0x4b6c1d196e06446eb0534326bbfb02cc3d073a2b
83152164-94c0-4986-be1d-ed93b7b91d13,lukeylupin,0x26a1e46832bd5ffd7d21481d185fc258a7080316,0xf12e159643edeeba920518cc614820ab5726335e
e69dbe80-b8b6-4abf-a6e2-6f1d0cca970b,mash,0x15f118b55d5eb14cde53c0953f80bdd498d18736,0x446c4264b705311b1452908aaabfe36863746113
90da327f-ca45-4c2f-ab9d-646bae1d9dec,Maria,0xf33f6c5302fee8dcaf6363f6862071092b3d56b0,0xdc819a832bfa55c933238a474954f3646da275ed
0f83023f-87b4-11ee-9d82-029a0e4b6159,maybe,0x2f2242b447a54cb110b8a7991cf8a27054ee6921,0xf87787774e9f0a79fe521c09e686ca3ab4f5e85f
1f4080f9-21a6-412e-88b5-9dec3e86da1a,meatspacemaxi,0xc30e9fda779efe2081dae6529c0d07fc16769c8f,0x9bc5ec70997db48380c23f8e6e75ffeeb308b4bc
57888cfb-21ac-4e48-b38c-bb2fbbf87832,Mayol0001,0xc422294fc110d20e70e8fa2e09efb930fd392b88,0x4581c619ae0556b774f71adab6831a86da1aef17
530a7e8c-a0ba-4328-a8ae-775b567a1a62,MEMEOG,0x5de26d392ea46ffc17131042e2584fe6ba46206f,0x37dee36d898edfac1026bec80493d3865a0707e5
8b472560-9136-474b-8178-7e7b3c4534af,Mercygr8,0x432ee7ac7b80d7c5178fba2ee910482f7a6abd24,0x593cadf136c68c720d446461c1bfee600647c6b8
0f8305c8-87b4-11ee-9d82-029a0e4b6159,Metalogist,0xfed74f78700bb468e824b6bfe4a2ed305a9d86ba,0xb3741504dbed045e45ff92efd3821b0b0b406c91
2c3fd959-7e22-46a9-a9aa-503482815d5f,Mikavirt,0x8f6504b48c66eea4e9fbf64fe220e02f1cc4934e,0xf37400284a7ef5e9bff3667c8330a43e29432e1c
39e5649d-391c-46b0-a0eb-2f9f94a41c47,MintFace,0xd40b63bf04a44e43fbfe5784bcf22acaab34a180,0xefb3da5189a6169a61176d1357579e135a1d1187
2149b3a9-bdb7-45af-8616-362ece7bc5fd,momomeme,0x18fa4f80a6dd1b7c420fc663ee8f6cbd72b62b30,0xbb59498b19783e5d81f72ad07acdac619b6808e2
8facf119-172e-4870-b5fe-543d71003d8e,Moonfront,0xa8b98abedbfa97df97c8a6cbcb6173376a7a0266,0x8774be790cb9e12d5edaf2eb8a3f6c89410a497d
3cd77eb7-7559-42ba-9fbb-79eb602a034a,MrBull,0xcb6a1ff7aabbe2afceb4f7c5a6ec7ded94506c50,0x334cb32bc18ec632ab04ee55157aae1ff165e093
e42fd87b-889a-4409-87e0-1786f32646ab,MrsInvisible,0x9ff3d60cef60e835f142ce5e13a180c70ac89549,0x7a231b6d33f1da74e9fb593bc785b4914a852867
75c20d94-1862-4d27-97c7-9051dc6473af,Naime,0xf83fc0d27d92233e789e4d13d452d72404be6fe3,0x0da4438a9cc8d41fe9c0c6efd302a173ed967da7
ce29e80e-3037-459e-a11c-88dd00ec5895,Newlightvisuals,0xe874ba46982d7cbab5931a50c2dc81a7aeb80344,0x41146e2b9dfdfc47724a20cb86a15dc206c97e44
66120bf8-98b3-4905-978e-587445845c69,Nomoreweb2,0x3b402b7d44b647367686f20b9905cf4a6eb6349b,0x0f9ab846449ca068f9714818a6ed0da5d819e9e4
0c4400a6-1f17-4404-99e5-591f0f75028b,Noealz,0x70d6eb2b3b9a2a7d6d67c3f24c246bffc05b48ca,0xc65d0e6a9174a08eee22ae1a69de36cff66952c3
0f830a47-87b4-11ee-9d82-029a0e4b6159,NotRealFranc,0xe04da86529bc2078c8ae3474b2d67bedf1139c95,0x4f492b2a3ed9bf0c65d508dab4f7c5f5c04ca6c3
64512ba9-5a88-4004-851c-93db48b8dbcf,Northof80,0xfc0c476530d9742cb116027c04559d0dc26bbd12,0xd3364ea1c742cc2d396ac65e1723b8d608a939bb
a9c1de6e-196b-4072-b090-d116c5c4f377,omnus,0x5bf4ed7f13cd6441834aa0a1ad65d0b79d478951,0x38bee40601210a3b8fbfe5348a940280a5de0f35
0f830ad7-87b4-11ee-9d82-029a0e4b6159,onegweitoday,0x44f301b1de6c3fec0f8a8aea53311f5cca499904,0xb890311d35be88c9a309b4c82dabbce4e50693fd
7cd81ddf-989c-4018-9562-6fe0fa1f59a7,Pan,0x149157a39b5966410e018c97107c641951e72ddb,0x0ca4dc095608c6b153019f734106581c85f2dcc3
0f82e5d0-87b4-11ee-9d82-029a0e4b6159,Pablo,0xcf934852f4a8048b60df5596ed2baa430a99159f,0x1d948f36554c04bf849073b69dc2544ac59122ab
165094eb-552c-4116-a201-2a7d5d94c5f0,pandelic,0xe9b5a2529ad21454cb5e4d172dcb4bc501789463,0x5df5342342701b8ae5bce28f74ebb73b5fc13a54
71cfe5e1-df39-49f1-8279-eaa254e47a32,Paul,0x69fde561275b85dbcd5081d1121bcae64fb83858,0xb05b7ea3714a95857e45629def2b9c3577690208
941ceab1-4fe8-4026-9c61-774b5aa4e0ba,Philhill,0x9d36ee50503d0928d213926c1ecbab626a36e4af,0x513e0a472522e4bd8023c032bbf01e7fb1fe0df3
2f30de54-0fbc-4b6f-8648-2a8ea324de5e,perma,0x92e23d20fac1e040b665242d3fef2540a14fbbd3,0x9997e55f76e34f14d7bd6b268a2e16f896389ee8
f2d29baa-5d49-45eb-9c94-7bd319e81f80,Pinkos,0x7f1796071eb91aebda10a03115fa3cd95efdb25f,0xb68e75f5424e4dd8b97fb42c4965d08718349d69
7dc237ee-71b4-42be-b95d-4cbd19626434,PrestigeW,0x9318f724edfcf60066a924ddb9133a312becf0f7,0xa222204acf1be4077d34102fab38a759060b77c2
0f831424-87b4-11ee-9d82-029a0e4b6159,priyanka,0x862464bbd83d5743f9cf873c6ea3d187d0f909bf,0xda34ee56031bacb68cc3ce57339c2a11c28d8eb3
91deb9b4-7118-4f81-bd01-ecedd074e7b7,RareSer,0x11267972b5ec7554fe1b315390c8315f91c4826e,0xa225158ea124f311cd0d50cfeaf3407b9412b077
6b9f1311-8f38-4d22-bbef-c34747020517,RamonCarlo,0x58e5c598c2a5817fdb3f0361229b0f88dd22a9c2,0xff08bbef8f2b6986018fe3bb62850aa7db843b40
0f831a51-87b4-11ee-9d82-029a0e4b6159,ragne,0xce8d729a2bfadd694c3a2d04c47d2c89690c73f1,0xcb4656e3e6826a00f571b82e0f0eb00d8bbe9efa
fa323742-9eb4-486b-b6ff-82904bb00683,RealGino,0xdf3d58d2cc8a4f9e9e3003f87571094ed7671589,0x6b24e9039ee6ecda91559a4ef1dae8424e7e5d37
0f8324c0-87b4-11ee-9d82-029a0e4b6159,ricodemus,0xd7f624d0a67d09171b9555e2f43bde7acb16d79e,0x2a462fb59a5b0885b60ad31c5fe473d5ba0d79fd
5846e632-8780-4efe-b732-73d45753cd75,rothu,0xa2e2d58e3c20cb9bb4a6b8ae3c2b7ff22d30f672,0x7f3f60de2a21dd0c5fd04cbf451a885e49c69e67
b2f590d1-cc5e-41b5-a071-450bbe2a61cf,SBY,0xe2c45347b759687c3bec81ec7d08ffb7192c6911,0xaa1d3f5d45333e40467e989d472effac4da00da9
0f832d92-87b4-11ee-9d82-029a0e4b6159,seizar,0x01ac9c8027c3c91c49b33d1dd084ed5b87c7dc92,0x0e81a8a496f9cb7e1d29382e91f06a6f7416cb9a
6d9fb8a0-e8fa-4acf-ab19-5b8f6394f0cb,scubaknight,0x0119e48d56e5cd011a0f69a2c925326d67e09240,0xa292919a9b631ae4129145ebef6aa3a9ed1dd912
e33d735a-4db1-4d56-bd40-62612509376f,Shelby,0x739bff790640f42a1ebff6731907d46effab2a20,0x9f761d100c27d8c20eb32ed5c929c3332f01dcea
0f832f00-87b4-11ee-9d82-029a0e4b6159,Sert,0xb8eaee4a13dbd506bd8925cf7b9c950e7f5f8539,0xe8fe99667a70fe2573a1779865d4698a5d110e57
a581ee01-0311-495b-80bb-f3129eeebf15,sheltronica,0x9e23d2db65a1b8b6f31fb57c47148907545b3ff5,0x263a71ca9f5b938c6b5e6398e61a8c60e492bd61
0f832fe9-87b4-11ee-9d82-029a0e4b6159,simo,0x2ff10cf67dcf7172f0a0c60154ad402f7d578a45,0x23a867c9b39c940e9467f5b3b43fa0e5a2bd1e6e
9bf363bd-3870-4368-8fb6-44a834f6b946,shubh,0xa478ab5fff1f36ed6c4b83f159ba1970329b02c7,0x4a0e071be98b9514aad70f5d2595a8ab23a7f053
a729a09b-6615-4044-bf45-61aa00057abe,slevin,0xe60458f765bc61e78940c5a275e9523d1f049690,0x770f7af05a70e5fc5fb7a049d83baffa38fcc589
05a02375-5cc2-441c-bcf3-ae66b81567fe,skorch,0x1aae1bc09e1785c8cb00650db0c6015bd73b0c7e,0xe96ba1a10f72b58934b9ac0e3fb471d2ba65b757
19a0cb0a-6b67-4a04-9991-54ac2cf59a63,SofaKingRekt,0x9e1e3857fb2484379858b9daf230379015a7a100,0x4f41ee8d83473da6a735b02701a2a2b1bee3b51a
0f833147-87b4-11ee-9d82-029a0e4b6159,Sonia,0x8cebf0887979d86ee2c878663af7b71a35d0ba24,0xb8700157128ff544c46cf35dec5a19120baa8eb2
0f8334ed-87b4-11ee-9d82-029a0e4b6159,SQUARE_PIXEL,0xa41341bab6588948da8503d1dfb0a0ab0ea269cb,0xe6dba9bd4e5e7ce88d8a4f4ba02e7b5ecd86b588
0f833432-87b4-11ee-9d82-029a0e4b6159,spritey,0xe66d15146b16cee22f0231dfdc830e7e56c2d4c6,0x482a13a18634574bdf495c03855d95c543804de6
52c129f5-8e45-4e63-a5dc-bd13e261c9b1,stardust,0x8037cfedb47d493a391dad76c4f60b8927cb8108,0xbecf64aab1c6813a526ce63483cb8cadb2988c07
3a9a9d13-1742-46fb-9250-cbd14a9ae9ec,TapirOne,0x92c4b46162461c126270348365067d4a4304d9d0,0x9c163eb3589b0dcf366fc23c581307618b68fb06
0f8337e4-87b4-11ee-9d82-029a0e4b6159,teexels,0x0187c9a182736ba18b44ee8134ee438374cf87dc,0x4269aadfd043b58cba893bfe6029c9895c25cb61
3d4626bb-864c-462d-aed1-6afc1a6c036f,TrevorTraynor,0xde3975723d5de76070ca2169ab8716e48b3b4b81,0x164c3df08784171e0c4b61b7682263371f1eeb74
16c1ff14-c015-495c-bc10-9952421d3ca5,ttransact,0x682888e0343f1aa6fa5069ccb01980f396230de4,0x9f2acb698f1e83c11b36ae67f5693bf9a585959f
b2ad7b20-d439-486b-b30c-2461fc8ce606,vanto,0xc881ba24fea61d9c629bb7eb79b3b20392584115,0xe3f9b0b7692b5d9a46227f965166d3f2c1b6f5ff
0f83424e-87b4-11ee-9d82-029a0e4b6159,web3at50,0x690dabe81caf23ff4f855d27785d01da66ede8ca,0x7729cfd6841ec449c20fa7d3970d2e0d035c856c
3a25e344-6ef7-410b-8d7f-3d1f73bf0444,whisperingpines,0xe0e31366067277dde4a391cd5d77f43cdb9ffa6d,0x438ee34be7c6deefbdf0afc21c0d5375b912e0d8
0f8343a1-87b4-11ee-9d82-029a0e4b6159,wintermutegan,0x170fb8f8f37776dc48184686dec386d2d1c41cc9,0x8b4567fa8c4715c27a682215a031033a8b544206
06776aa5-7006-4c96-9655-80dd698e3727,wuming,0xee91d62eb5aaea933efbfd0790613af5db305006,0xb22fcb2dd68512e65e26bad1240368475604293c
0f8344d1-87b4-11ee-9d82-029a0e4b6159,young6529,0xc47e595b445844916c4648870efa1736e4844e1b,0xe2f3cd277e4efb6200840cd8959e2c83993f484a
e4d0f06a-6c75-4950-bf4d-972c02675d4b,Yoss,0xb3b16685ca2d2a764882e2bb2a8d3d769cd74145,0xde18fab0baab095bc41ca5fb2b9421e4f4fca78a
056ce929-9b07-40a8-8d1d-40490e7cf300,zeneca,0x886478d3cf9581b624cb35b5446693fc8a58b787,0xd4ae9d748fcf02a6f0d6b2fb17109d13ebc65a1a
